item_id,product_id,quantity,discount,order_status,order_date,required_date,shipped_date,customer_first_name,customer_last_name,customer_city,product_name,product_price,category_name,brand_name,store_state,stock_quantity
1,12,1,0.1,4,2016-07-20,2016-07-21,2016-07-22,Bernetta,Summers,Longview,Electra Townie Original 21D - 2016,549.99,Cruisers Bicycles,Electra,TX,30.0
2,23,1,0.07,4,2016-07-20,2016-07-21,2016-07-22,Bernetta,Summers,Longview,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,Children Bicycles,Electra,TX,8.0
1,12,2,0.07,4,2016-07-21,2016-07-24,2016-07-22,Tiesha,Daniel,Scarsdale,Electra Townie Original 21D - 2016,549.99,Cruisers Bicycles,Electra,NY,2.0
2,13,1,0.07,4,2016-07-21,2016-07-24,2016-07-22,Tiesha,Daniel,Scarsdale,Electra Cruiser 1 (24-Inch) - 2016,269.99,Cruisers Bicycles,Electra,NY,1.0
3,4,1,0.05,4,2016-07-21,2016-07-24,2016-07-22,Tiesha,Daniel,Scarsdale,Trek Fuel EX 8 29 - 2016,2899.99,Mountain Bikes,Trek,NY,2.0
1,6,2,0.1,4,2016-07-23,2016-07-26,2016-07-25,Angele,Schroeder,New City,Surly Ice Cream Truck Frameset - 2016,469.99,Mountain Bikes,Surly,NY,11.0
1,14,2,0.07,4,2016-07-24,2016-07-27,2016-07-26,Josh,Shaw,Hopewell Junction,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Cruisers Bicycles,Electra,NY,18.0
2,8,2,0.05,4,2016-07-24,2016-07-27,2016-07-26,Josh,Shaw,Hopewell Junction,Trek Remedy 29 Carbon Frameset - 2016,1799.99,Mountain Bikes,Trek,NY,1.0
3,23,1,0.2,4,2016-07-24,2016-07-27,2016-07-26,Josh,Shaw,Hopewell Junction,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,Children Bicycles,Electra,NY,12.0
4,17,1,0.07,4,2016-07-24,2016-07-27,2016-07-26,Josh,Shaw,Hopewell Junction,Pure Cycles Vine 8-Speed - 2016,429.0,Cruisers Bicycles,Pure Cycles,NY,3.0
5,26,2,0.05,4,2016-07-24,2016-07-27,2016-07-26,Josh,Shaw,Hopewell Junction,Electra Townie Original 7D EQ - 2016,599.99,Comfort Bicycles,Electra,NY,2.0
1,21,2,0.05,4,2016-07-24,2016-07-27,2016-07-27,Gabriel,Pitts,Clifton Park,Electra Cruiser 1 (24-Inch) - 2016,269.99,Children Bicycles,Electra,NY,16.0
1,17,2,0.1,4,2016-07-24,2016-07-26,2016-07-25,Yang,Roth,Webster,Pure Cycles Vine 8-Speed - 2016,429.0,Cruisers Bicycles,Pure Cycles,NY,3.0
1,18,2,0.05,4,2016-07-24,2016-07-26,2016-07-26,Antonetta,Rocha,Port Chester,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,Cruisers Bicycles,Pure Cycles,NY,13.0
1,18,2,0.07,4,2016-07-25,2016-07-27,2016-07-26,Major,Merrill,Astoria,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,Cruisers Bicycles,Pure Cycles,NY,13.0
2,8,2,0.05,4,2016-07-25,2016-07-27,2016-07-26,Major,Merrill,Astoria,Trek Remedy 29 Carbon Frameset - 2016,1799.99,Mountain Bikes,Trek,NY,1.0
3,3,1,0.2,4,2016-07-25,2016-07-27,2016-07-26,Major,Merrill,Astoria,Surly Wednesday Frameset - 2016,999.99,Mountain Bikes,Surly,NY,28.0
1,16,2,0.2,4,2016-07-25,2016-07-28,2016-07-27,Hollis,Rasmussen,Massapequa,Electra Townie Original 7D EQ - 2016,599.99,Cruisers Bicycles,Electra,NY,20.0
2,9,1,0.05,4,2016-07-25,2016-07-28,2016-07-27,Hollis,Rasmussen,Massapequa,Trek Conduit+ - 2016,2999.99,Electric Bikes,Trek,NY,17.0
3,3,2,0.05,4,2016-07-25,2016-07-28,2016-07-27,Hollis,Rasmussen,Massapequa,Surly Wednesday Frameset - 2016,999.99,Mountain Bikes,Surly,NY,28.0
1,6,1,0.1,4,2016-07-25,2016-07-27,2016-07-26,Phebe,Soto,South Ozone Park,Surly Ice Cream Truck Frameset - 2016,469.99,Mountain Bikes,Surly,NY,11.0
2,2,2,0.1,4,2016-07-25,2016-07-27,2016-07-26,Phebe,Soto,South Ozone Park,Ritchey Timberwolf Frameset - 2016,749.99,Mountain Bikes,Ritchey,NY,16.0
3,21,1,0.07,4,2016-07-25,2016-07-27,2016-07-26,Phebe,Soto,South Ozone Park,Electra Cruiser 1 (24-Inch) - 2016,269.99,Children Bicycles,Electra,NY,16.0
1,4,1,0.1,4,2016-07-26,2016-07-29,2016-07-27,Saran,Moses,Brooklyn,Trek Fuel EX 8 29 - 2016,2899.99,Mountain Bikes,Trek,NY,2.0
2,12,1,0.2,4,2016-07-26,2016-07-29,2016-07-27,Saran,Moses,Brooklyn,Electra Townie Original 21D - 2016,549.99,Cruisers Bicycles,Electra,NY,2.0
1,18,1,0.05,4,2016-07-26,2016-07-27,2016-07-28,Adriene,Rollins,Plainview,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,Cruisers Bicycles,Pure Cycles,NY,13.0
2,4,1,0.05,4,2016-07-26,2016-07-27,2016-07-28,Adriene,Rollins,Plainview,Trek Fuel EX 8 29 - 2016,2899.99,Mountain Bikes,Trek,NY,2.0
1,6,2,0.07,4,2016-07-28,2016-07-29,2016-07-30,Omega,Huff,Santa Monica,Surly Ice Cream Truck Frameset - 2016,469.99,Mountain Bikes,Surly,CA,13.0
2,10,1,0.07,4,2016-07-28,2016-07-29,2016-07-30,Omega,Huff,Santa Monica,Surly Straggler - 2016,1549.0,Cyclocross Bicycles,Surly,CA,15.0
3,22,1,0.1,4,2016-07-28,2016-07-29,2016-07-30,Omega,Huff,Santa Monica,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Children Bicycles,Electra,CA,29.0
4,11,2,0.07,4,2016-07-28,2016-07-29,2016-07-30,Omega,Huff,Santa Monica,Surly Straggler 650b - 2016,1680.99,Cyclocross Bicycles,Surly,CA,8.0
5,9,1,0.05,4,2016-07-28,2016-07-29,2016-07-30,Omega,Huff,Santa Monica,Trek Conduit+ - 2016,2999.99,Electric Bikes,Trek,CA,11.0
1,13,1,0.1,4,2016-07-28,2016-07-31,2016-07-29,Shirely,Cantrell,West Hempstead,Electra Cruiser 1 (24-Inch) - 2016,269.99,Cruisers Bicycles,Electra,NY,1.0
2,15,2,0.05,4,2016-07-28,2016-07-31,2016-07-29,Shirely,Cantrell,West Hempstead,Electra Moto 1 - 2016,529.99,Cruisers Bicycles,Electra,NY,6.0
1,11,1,0.05,4,2016-07-29,2016-07-30,2016-07-31,Anisha,Lang,Rome,Surly Straggler 650b - 2016,1680.99,Cyclocross Bicycles,Surly,NY,21.0
2,24,1,0.05,4,2016-07-29,2016-07-30,2016-07-31,Anisha,Lang,Rome,Electra Townie Original 21D - 2016,549.99,Comfort Bicycles,Electra,NY,16.0
3,13,2,0.1,4,2016-07-29,2016-07-30,2016-07-31,Anisha,Lang,Rome,Electra Cruiser 1 (24-Inch) - 2016,269.99,Cruisers Bicycles,Electra,NY,1.0
4,12,2,0.07,4,2016-07-29,2016-07-30,2016-07-31,Anisha,Lang,Rome,Electra Townie Original 21D - 2016,549.99,Cruisers Bicycles,Electra,NY,2.0
5,10,2,0.1,4,2016-07-29,2016-07-30,2016-07-31,Anisha,Lang,Rome,Surly Straggler - 2016,1549.0,Cyclocross Bicycles,Surly,NY,13.0
1,23,2,0.05,4,2016-07-31,2016-08-03,2016-08-01,Karren,Lamb,Fresno,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,Children Bicycles,Electra,CA,9.0
1,26,1,0.07,4,2016-07-31,2016-08-01,2016-08-03,Reyes,Merritt,Staten Island,Electra Townie Original 7D EQ - 2016,599.99,Comfort Bicycles,Electra,NY,2.0
2,9,1,0.2,4,2016-07-31,2016-08-01,2016-08-03,Reyes,Merritt,Staten Island,Trek Conduit+ - 2016,2999.99,Electric Bikes,Trek,NY,17.0
3,16,2,0.1,4,2016-07-31,2016-08-01,2016-08-03,Reyes,Merritt,Staten Island,Electra Townie Original 7D EQ - 2016,599.99,Cruisers Bicycles,Electra,NY,20.0
1,20,2,0.2,4,2016-07-31,2016-08-02,2016-08-01,Iva,Wilcox,Kingston,Electra Townie Original 7D EQ - Women's - 2016,599.99,Cruisers Bicycles,Electra,NY,20.0
2,25,1,0.05,4,2016-07-31,2016-08-02,2016-08-01,Iva,Wilcox,Kingston,Electra Townie Original 7D - 2015/2016,499.99,Comfort Bicycles,Electra,NY,18.0
3,5,2,0.05,4,2016-07-31,2016-08-02,2016-08-01,Iva,Wilcox,Kingston,Heller Shagamaw Frame - 2016,1320.99,Mountain Bikes,Heller,NY,1.0
4,10,1,0.1,4,2016-07-31,2016-08-02,2016-08-01,Iva,Wilcox,Kingston,Surly Straggler - 2016,1549.0,Cyclocross Bicycles,Surly,NY,13.0
1,22,1,0.05,4,2016-08-01,2016-08-03,2016-08-02,Romaine,Salazar,Monsey,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Children Bicycles,Electra,NY,13.0
2,18,2,0.07,4,2016-08-01,2016-08-03,2016-08-02,Romaine,Salazar,Monsey,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,Cruisers Bicycles,Pure Cycles,NY,13.0
3,14,1,0.2,4,2016-08-01,2016-08-03,2016-08-02,Romaine,Salazar,Monsey,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Cruisers Bicycles,Electra,NY,18.0
1,18,2,0.1,4,2016-08-01,2016-08-04,2016-08-03,Shauna,Edwards,Yorktown Heights,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,Cruisers Bicycles,Pure Cycles,NY,13.0
2,24,2,0.07,4,2016-08-01,2016-08-04,2016-08-03,Shauna,Edwards,Yorktown Heights,Electra Townie Original 21D - 2016,549.99,Comfort Bicycles,Electra,NY,16.0
1,13,1,0.07,4,2016-08-01,2016-08-03,2016-08-02,Lynne,Anderson,El Paso,Electra Cruiser 1 (24-Inch) - 2016,269.99,Cruisers Bicycles,Electra,TX,19.0
2,23,1,0.2,4,2016-08-01,2016-08-03,2016-08-02,Lynne,Anderson,El Paso,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,Children Bicycles,Electra,TX,8.0
3,21,1,0.1,4,2016-08-01,2016-08-03,2016-08-02,Lynne,Anderson,El Paso,Electra Cruiser 1 (24-Inch) - 2016,269.99,Children Bicycles,Electra,TX,8.0
4,15,1,0.05,4,2016-08-01,2016-08-03,2016-08-02,Lynne,Anderson,El Paso,Electra Moto 1 - 2016,529.99,Cruisers Bicycles,Electra,TX,22.0
5,18,2,0.05,4,2016-08-01,2016-08-03,2016-08-02,Lynne,Anderson,El Paso,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,Cruisers Bicycles,Pure Cycles,TX,5.0
1,23,1,0.07,4,2016-08-02,2016-08-03,2016-08-05,Jerald,Blackwell,East Elmhurst,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,Children Bicycles,Electra,NY,12.0
1,5,2,0.05,4,2016-08-02,2016-08-05,2016-08-04,Daina,Sampson,Longview,Heller Shagamaw Frame - 2016,1320.99,Mountain Bikes,Heller,TX,3.0
2,15,2,0.07,4,2016-08-02,2016-08-05,2016-08-04,Daina,Sampson,Longview,Electra Moto 1 - 2016,529.99,Cruisers Bicycles,Electra,TX,22.0
1,20,2,0.2,3,2016-08-03,2016-08-03,2017-10-29,Jamaal,Albert,Torrance,Electra Townie Original 7D EQ - Women's - 2016,599.99,Cruisers Bicycles,Electra,CA,26.0
1,6,2,0.05,3,2016-08-03,2016-08-03,2017-10-29,Williemae,Holloway,Oakland,Surly Ice Cream Truck Frameset - 2016,469.99,Mountain Bikes,Surly,CA,13.0
2,20,1,0.07,3,2016-08-03,2016-08-03,2017-10-29,Williemae,Holloway,Oakland,Electra Townie Original 7D EQ - Women's - 2016,599.99,Cruisers Bicycles,Electra,CA,26.0
3,3,1,0.07,3,2016-08-03,2016-08-03,2017-10-29,Williemae,Holloway,Oakland,Surly Wednesday Frameset - 2016,999.99,Mountain Bikes,Surly,CA,6.0
1,4,2,0.05,4,2016-08-03,2016-08-06,2016-08-04,Cinda,Rocha,Los Banos,Trek Fuel EX 8 29 - 2016,2899.99,Mountain Bikes,Trek,CA,23.0
2,24,2,0.1,4,2016-08-03,2016-08-06,2016-08-04,Cinda,Rocha,Los Banos,Electra Townie Original 21D - 2016,549.99,Comfort Bicycles,Electra,CA,10.0
3,20,1,0.2,4,2016-08-03,2016-08-06,2016-08-04,Cinda,Rocha,Los Banos,Electra Townie Original 7D EQ - Women's - 2016,599.99,Cruisers Bicycles,Electra,CA,26.0
4,22,2,0.07,4,2016-08-03,2016-08-06,2016-08-04,Cinda,Rocha,Los Banos,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Children Bicycles,Electra,CA,29.0
1,11,1,0.2,4,2016-08-03,2016-08-04,2016-08-06,Emmitt,Sanchez,New York,Surly Straggler 650b - 2016,1680.99,Cyclocross Bicycles,Surly,NY,21.0
2,14,1,0.2,4,2016-08-03,2016-08-04,2016-08-06,Emmitt,Sanchez,New York,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Cruisers Bicycles,Electra,NY,18.0
1,2,2,0.2,4,2016-08-03,2016-08-06,2016-08-06,Phylicia,Stout,Canandaigua,Ritchey Timberwolf Frameset - 2016,749.99,Mountain Bikes,Ritchey,NY,16.0
1,21,1,0.2,4,2016-08-03,2016-08-05,2016-08-06,Jenine,Crane,Fort Worth,Electra Cruiser 1 (24-Inch) - 2016,269.99,Children Bicycles,Electra,TX,8.0
2,19,1,0.05,4,2016-08-03,2016-08-05,2016-08-06,Jenine,Crane,Fort Worth,Pure Cycles William 3-Speed - 2016,449.0,Cruisers Bicycles,Pure Cycles,TX,24.0
1,16,1,0.1,4,2016-08-03,2016-08-05,2016-08-05,Sebrina,Gross,Garland,Electra Townie Original 7D EQ - 2016,599.99,Cruisers Bicycles,Electra,TX,19.0
2,14,2,0.07,4,2016-08-03,2016-08-05,2016-08-05,Sebrina,Gross,Garland,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Cruisers Bicycles,Electra,TX,4.0
1,23,2,0.05,4,2016-08-04,2016-08-07,2016-08-06,Sheila,Goodman,Uniondale,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,Children Bicycles,Electra,NY,12.0
2,4,1,0.05,4,2016-08-04,2016-08-07,2016-08-06,Sheila,Goodman,Uniondale,Trek Fuel EX 8 29 - 2016,2899.99,Mountain Bikes,Trek,NY,2.0
3,13,1,0.05,4,2016-08-04,2016-08-07,2016-08-06,Sheila,Goodman,Uniondale,Electra Cruiser 1 (24-Inch) - 2016,269.99,Cruisers Bicycles,Electra,NY,1.0
1,17,2,0.05,3,2016-08-05,2016-08-05,2017-10-29,Garry,Espinoza,Forney,Pure Cycles Vine 8-Speed - 2016,429.0,Cruisers Bicycles,Pure Cycles,TX,22.0
2,21,2,0.07,3,2016-08-05,2016-08-05,2017-10-29,Garry,Espinoza,Forney,Electra Cruiser 1 (24-Inch) - 2016,269.99,Children Bicycles,Electra,TX,8.0
3,24,1,0.07,3,2016-08-05,2016-08-05,2017-10-29,Garry,Espinoza,Forney,Electra Townie Original 21D - 2016,549.99,Comfort Bicycles,Electra,TX,18.0
4,9,1,0.05,3,2016-08-05,2016-08-05,2017-10-29,Garry,Espinoza,Forney,Trek Conduit+ - 2016,2999.99,Electric Bikes,Trek,TX,23.0
1,21,2,0.1,4,2016-08-05,2016-08-07,2016-08-07,Larissa,Hays,Elmont,Electra Cruiser 1 (24-Inch) - 2016,269.99,Children Bicycles,Electra,NY,16.0
2,6,2,0.07,4,2016-08-05,2016-08-07,2016-08-07,Larissa,Hays,Elmont,Surly Ice Cream Truck Frameset - 2016,469.99,Mountain Bikes,Surly,NY,11.0
3,8,2,0.05,4,2016-08-05,2016-08-07,2016-08-07,Larissa,Hays,Elmont,Trek Remedy 29 Carbon Frameset - 2016,1799.99,Mountain Bikes,Trek,NY,1.0
4,18,2,0.1,4,2016-08-05,2016-08-07,2016-08-07,Larissa,Hays,Elmont,Pure Cycles Western 3-Speed - Women's - 2015/2016,449.0,Cruisers Bicycles,Pure Cycles,NY,13.0
1,15,2,0.07,4,2016-08-07,2016-08-10,2016-08-10,Dorthea,Walker,Port Washington,Electra Moto 1 - 2016,529.99,Cruisers Bicycles,Electra,NY,6.0
2,9,2,0.07,4,2016-08-07,2016-08-10,2016-08-10,Dorthea,Walker,Port Washington,Trek Conduit+ - 2016,2999.99,Electric Bikes,Trek,NY,17.0
3,7,2,0.2,4,2016-08-07,2016-08-10,2016-08-10,Dorthea,Walker,Port Washington,Trek Slash 8 27.5 - 2016,3999.99,Mountain Bikes,Trek,NY,8.0
1,26,1,0.05,4,2016-08-07,2016-08-09,2016-08-10,Clorinda,Donovan,Jamestown,Electra Townie Original 7D EQ - 2016,599.99,Comfort Bicycles,Electra,NY,2.0
2,7,2,0.2,4,2016-08-07,2016-08-09,2016-08-10,Clorinda,Donovan,Jamestown,Trek Slash 8 27.5 - 2016,3999.99,Mountain Bikes,Trek,NY,8.0
3,13,2,0.05,4,2016-08-07,2016-08-09,2016-08-10,Clorinda,Donovan,Jamestown,Electra Cruiser 1 (24-Inch) - 2016,269.99,Cruisers Bicycles,Electra,NY,1.0
4,25,1,0.1,4,2016-08-07,2016-08-09,2016-08-10,Clorinda,Donovan,Jamestown,Electra Townie Original 7D - 2015/2016,499.99,Comfort Bicycles,Electra,NY,18.0
1,24,2,0.05,4,2016-08-08,2016-08-09,2016-08-11,Demarcus,Reese,Yorktown Heights,Electra Townie Original 21D - 2016,549.99,Comfort Bicycles,Electra,NY,16.0
2,6,2,0.1,4,2016-08-08,2016-08-09,2016-08-11,Demarcus,Reese,Yorktown Heights,Surly Ice Cream Truck Frameset - 2016,469.99,Mountain Bikes,Surly,NY,11.0
3,11,1,0.1,4,2016-08-08,2016-08-09,2016-08-11,Demarcus,Reese,Yorktown Heights,Surly Straggler 650b - 2016,1680.99,Cyclocross Bicycles,Surly,NY,21.0
1,2,1,0.07,4,2016-08-09,2016-08-11,2016-08-11,Hedwig,Paul,Apple Valley,Ritchey Timberwolf Frameset - 2016,749.99,Mountain Bikes,Ritchey,CA,5.0
1,21,2,0.1,4,2016-08-11,2016-08-12,2016-08-13,Brain,Skinner,Euless,Electra Cruiser 1 (24-Inch) - 2016,269.99,Children Bicycles,Electra,TX,8.0
2,14,1,0.07,4,2016-08-11,2016-08-12,2016-08-13,Brain,Skinner,Euless,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Cruisers Bicycles,Electra,TX,4.0
3,15,1,0.1,4,2016-08-11,2016-08-12,2016-08-13,Brain,Skinner,Euless,Electra Moto 1 - 2016,529.99,Cruisers Bicycles,Electra,TX,22.0
4,20,1,0.2,4,2016-08-11,2016-08-12,2016-08-13,Brain,Skinner,Euless,Electra Townie Original 7D EQ - Women's - 2016,599.99,Cruisers Bicycles,Electra,TX,19.0
1,25,2,0.05,4,2016-08-12,2016-08-14,2016-08-13,Mariette,Trevino,Utica,Electra Townie Original 7D - 2015/2016,499.99,Comfort Bicycles,Electra,NY,18.0
1,24,2,0.07,4,2016-08-13,2016-08-14,2016-08-15,Christel,Cardenas,Long Beach,Electra Townie Original 21D - 2016,549.99,Comfort Bicycles,Electra,NY,16.0
1,21,1,0.1,4,2016-08-13,2016-08-14,2016-08-14,Arielle,Levine,Garland,Electra Cruiser 1 (24-Inch) - 2016,269.99,Children Bicycles,Electra,TX,8.0
2,4,1,0.07,4,2016-08-13,2016-08-14,2016-08-14,Arielle,Levine,Garland,Trek Fuel EX 8 29 - 2016,2899.99,Mountain Bikes,Trek,TX,11.0
3,16,2,0.2,4,2016-08-13,2016-08-14,2016-08-14,Arielle,Levine,Garland,Electra Townie Original 7D EQ - 2016,599.99,Cruisers Bicycles,Electra,TX,19.0
1,26,2,0.1,4,2016-08-14,2016-08-15,2016-08-15,Afton,Juarez,Coram,Electra Townie Original 7D EQ - 2016,599.99,Comfort Bicycles,Electra,NY,2.0
2,14,1,0.05,4,2016-08-14,2016-08-15,2016-08-15,Afton,Juarez,Coram,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Cruisers Bicycles,Electra,NY,18.0
3,10,2,0.05,4,2016-08-14,2016-08-15,2016-08-15,Afton,Juarez,Coram,Surly Straggler - 2016,1549.0,Cyclocross Bicycles,Surly,NY,13.0
1,5,1,0.2,4,2016-08-14,2016-08-15,2016-08-17,Amina,Salazar,Canandaigua,Heller Shagamaw Frame - 2016,1320.99,Mountain Bikes,Heller,NY,1.0
2,10,2,0.2,4,2016-08-14,2016-08-15,2016-08-17,Amina,Salazar,Canandaigua,Surly Straggler - 2016,1549.0,Cyclocross Bicycles,Surly,NY,13.0
3,21,2,0.1,4,2016-08-14,2016-08-15,2016-08-17,Amina,Salazar,Canandaigua,Electra Cruiser 1 (24-Inch) - 2016,269.99,Children Bicycles,Electra,NY,16.0
4,19,1,0.05,4,2016-08-14,2016-08-15,2016-08-17,Amina,Salazar,Canandaigua,Pure Cycles William 3-Speed - 2016,449.0,Cruisers Bicycles,Pure Cycles,NY,15.0
1,10,2,0.07,4,2016-08-15,2016-08-18,2016-08-18,Garth,Huff,Glendora,Surly Straggler - 2016,1549.0,Cyclocross Bicycles,Surly,CA,15.0
1,25,2,0.05,4,2016-08-15,2016-08-18,2016-08-18,Raymonde,Garcia,Queensbury,Electra Townie Original 7D - 2015/2016,499.99,Comfort Bicycles,Electra,NY,18.0
2,4,2,0.1,4,2016-08-15,2016-08-18,2016-08-18,Raymonde,Garcia,Queensbury,Trek Fuel EX 8 29 - 2016,2899.99,Mountain Bikes,Trek,NY,2.0
1,14,1,0.2,4,2016-08-15,2016-08-16,2016-08-18,Ashlie,Parrish,Monsey,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Cruisers Bicycles,Electra,NY,18.0
2,12,1,0.2,4,2016-08-15,2016-08-16,2016-08-18,Ashlie,Parrish,Monsey,Electra Townie Original 21D - 2016,549.99,Cruisers Bicycles,Electra,NY,2.0
1,11,1,0.05,4,2016-08-16,2016-08-18,2016-08-18,Boyd,Irwin,Hamburg,Surly Straggler 650b - 2016,1680.99,Cyclocross Bicycles,Surly,NY,21.0
2,14,2,0.1,4,2016-08-16,2016-08-18,2016-08-18,Boyd,Irwin,Hamburg,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Cruisers Bicycles,Electra,NY,18.0
3,5,1,0.1,4,2016-08-16,2016-08-18,2016-08-18,Boyd,Irwin,Hamburg,Heller Shagamaw Frame - 2016,1320.99,Mountain Bikes,Heller,NY,1.0
1,8,2,0.05,4,2016-08-16,2016-08-19,2016-08-17,Majorie,Wyatt,South Ozone Park,Trek Remedy 29 Carbon Frameset - 2016,1799.99,Mountain Bikes,Trek,NY,1.0
2,22,1,0.1,4,2016-08-16,2016-08-19,2016-08-17,Majorie,Wyatt,South Ozone Park,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Children Bicycles,Electra,NY,13.0
3,19,2,0.2,4,2016-08-16,2016-08-19,2016-08-17,Majorie,Wyatt,South Ozone Park,Pure Cycles William 3-Speed - 2016,449.0,Cruisers Bicycles,Pure Cycles,NY,15.0
4,12,1,0.1,4,2016-08-16,2016-08-19,2016-08-17,Majorie,Wyatt,South Ozone Park,Electra Townie Original 21D - 2016,549.99,Cruisers Bicycles,Electra,NY,2.0
5,13,1,0.1,4,2016-08-16,2016-08-19,2016-08-17,Majorie,Wyatt,South Ozone Park,Electra Cruiser 1 (24-Inch) - 2016,269.99,Cruisers Bicycles,Electra,NY,1.0
1,10,1,0.1,4,2016-08-17,2016-08-19,2016-08-18,Dante,Grimes,Duarte,Surly Straggler - 2016,1549.0,Cyclocross Bicycles,Surly,CA,15.0
2,7,1,0.07,4,2016-08-17,2016-08-19,2016-08-18,Dante,Grimes,Duarte,Trek Slash 8 27.5 - 2016,3999.99,Mountain Bikes,Trek,CA,8.0
1,21,2,0.05,4,2016-08-17,2016-08-20,2016-08-20,Christiane,Bradford,Orchard Park,Electra Cruiser 1 (24-Inch) - 2016,269.99,Children Bicycles,Electra,NY,16.0
2,2,2,0.05,4,2016-08-17,2016-08-20,2016-08-20,Christiane,Bradford,Orchard Park,Ritchey Timberwolf Frameset - 2016,749.99,Mountain Bikes,Ritchey,NY,16.0
3,4,2,0.07,4,2016-08-17,2016-08-20,2016-08-20,Christiane,Bradford,Orchard Park,Trek Fuel EX 8 29 - 2016,2899.99,Mountain Bikes,Trek,NY,2.0
4,12,2,0.05,4,2016-08-17,2016-08-20,2016-08-20,Christiane,Bradford,Orchard Park,Electra Townie Original 21D - 2016,549.99,Cruisers Bicycles,Electra,NY,2.0
1,2,2,0.07,4,2016-08-17,2016-08-19,2016-08-18,Kristel,Byrd,Hicksville,Ritchey Timberwolf Frameset - 2016,749.99,Mountain Bikes,Ritchey,NY,16.0
2,23,2,0.1,4,2016-08-17,2016-08-19,2016-08-18,Kristel,Byrd,Hicksville,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99,Children Bicycles,Electra,NY,12.0
1,8,1,0.05,4,2016-08-17,2016-08-19,2016-08-20,Thad,Gilliam,Levittown,Trek Remedy 29 Carbon Frameset - 2016,1799.99,Mountain Bikes,Trek,NY,1.0
2,14,1,0.07,4,2016-08-17,2016-08-19,2016-08-20,Thad,Gilliam,Levittown,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Cruisers Bicycles,Electra,NY,18.0
1,26,2,0.05,4,2016-08-17,2016-08-20,2016-08-20,Alec,Peck,Victoria,Electra Townie Original 7D EQ - 2016,599.99,Comfort Bicycles,Electra,TX,27.0
1,9,1,0.07,4,2016-08-18,2016-08-21,2016-08-21,Hassan,Nash,Hicksville,Trek Conduit+ - 2016,2999.99,Electric Bikes,Trek,NY,17.0
2,16,1,0.2,4,2016-08-18,2016-08-21,2016-08-21,Hassan,Nash,Hicksville,Electra Townie Original 7D EQ - 2016,599.99,Cruisers Bicycles,Electra,NY,20.0
1,16,1,0.05,4,2016-08-19,2016-08-20,2016-08-21,Han,Wade,Howard Beach,Electra Townie Original 7D EQ - 2016,599.99,Cruisers Bicycles,Electra,NY,20.0
2,11,2,0.05,4,2016-08-19,2016-08-20,2016-08-21,Han,Wade,Howard Beach,Surly Straggler 650b - 2016,1680.99,Cyclocross Bicycles,Surly,NY,21.0
1,21,2,0.07,4,2016-08-19,2016-08-21,2016-08-21,Vanessa,West,New Rochelle,Electra Cruiser 1 (24-Inch) - 2016,269.99,Children Bicycles,Electra,NY,16.0
1,8,1,0.1,4,2016-08-20,2016-08-23,2016-08-23,Clelia,Workman,New Windsor,Trek Remedy 29 Carbon Frameset - 2016,1799.99,Mountain Bikes,Trek,NY,1.0
2,9,1,0.1,4,2016-08-20,2016-08-23,2016-08-23,Clelia,Workman,New Windsor,Trek Conduit+ - 2016,2999.99,Electric Bikes,Trek,NY,17.0
3,13,1,0.07,4,2016-08-20,2016-08-23,2016-08-23,Clelia,Workman,New Windsor,Electra Cruiser 1 (24-Inch) - 2016,269.99,Cruisers Bicycles,Electra,NY,1.0
1,19,1,0.07,4,2016-08-20,2016-08-23,2016-08-22,Aleta,Mack,Bay Shore,Pure Cycles William 3-Speed - 2016,449.0,Cruisers Bicycles,Pure Cycles,NY,15.0
2,22,2,0.05,4,2016-08-20,2016-08-23,2016-08-22,Aleta,Mack,Bay Shore,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99,Children Bicycles,Electra,NY,13.0
